id	subject	predicate	object	category	agent_type	has_attribute	knowledge_level
uuid:420ade50-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	ST6GALNAC3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 74',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 74',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 74.0})] })	observation
uuid:420ae6a2-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	PLXDC2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 75',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 75',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 75.0})] })	observation
uuid:420aeecc-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	ANK2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 76',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 76',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 76.0})] })	observation
uuid:420af6ec-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	FRMD4A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 77',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 77',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 77.0})] })	observation
uuid:420aff20-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	DPYD	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 78',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 78',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 78.0})] })	observation
uuid:420b0754-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	MBP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 79',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 79',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 79.0})] })	observation
uuid:420b0f7e-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	GNG7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 80',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 80',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 80.0})] })	observation
uuid:420b17ee-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	WWOX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 81',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 81',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 81.0})] })	observation
uuid:420b2022-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	TCF12	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 82',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 82',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 82.0})] })	observation
uuid:420b2856-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	LRRC4C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 83',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 83',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 83.0})] })	observation
uuid:420b308a-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	OPCML	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 84',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 84',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 84.0})] })	observation
uuid:420b38f0-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	ARGLU1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 85',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 85',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 85.0})] })	observation
uuid:420b411a-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	DTNA	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 86',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 86',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 86.0})] })	observation
uuid:420b494e-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	NLGN1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 87',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 87',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 87.0})] })	observation
uuid:420b5178-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	RBM25	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 88',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 88',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 88.0})] })	observation
uuid:420b59a2-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	UNC5C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 89',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 89',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 89.0})] })	observation
uuid:420b61d6-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	LAMA2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 90',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 90',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 90.0})] })	observation
uuid:420b6a28-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	FUT8	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 91',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 91',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 91.0})] })	observation
uuid:420b727a-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	DIP2B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 92',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 92',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 92.0})] })	observation
uuid:420b7aa4-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	CSMD1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 93',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 93',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 93.0})] })	observation
uuid:420b82ce-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	LHFPL3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 94',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 94',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 94.0})] })	observation
uuid:420b8b2a-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	ADGRL3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 95',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 95',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 95.0})] })	observation
uuid:420b9354-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	ANKS1B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 96',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 96',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 96.0})] })	observation
uuid:420b9bb0-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	SLC1A3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 97',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 97',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 97.0})] })	observation
uuid:420ba3e4-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	PRRC2C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 98',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 98',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 98.0})] })	observation
uuid:420bac18-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	SLC7A14-AS1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 99',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 99',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 99.0})] })	observation
uuid:420bb460-455c-11f0-bac5-92a5c40acabb	Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	biolink:expresses	NCAM1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 100',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 100',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 100.0})] })	observation
uuid:420bbeb0-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	MALAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 1',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 1',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 1.0})] })	observation
uuid:420bc6da-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PCDH9	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 2',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 2',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 2.0})] })	observation
uuid:420bcf18-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	IL1RAPL1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 3',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 3',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 3.0})] })	observation
uuid:420bd742-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	CTNNA3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 4',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 4',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 4.0})] })	observation
uuid:420bdf76-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	QKI	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 5',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 5',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 5.0})] })	observation
uuid:420be782-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	RNF220	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 6',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 6',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 6.0})] })	observation
uuid:420befb6-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PPP2R2B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 7',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 7',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 7.0})] })	observation
uuid:420bf7cc-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	DLG2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 8',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 8',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 8.0})] })	observation
uuid:420c001e-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	MAGI2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 9',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 9',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 9.0})] })	observation
uuid:420c0848-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PDE4B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 10',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 10',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 10.0})] })	observation
uuid:420c107c-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	SLC44A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 11',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 11',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 11.0})] })	observation
uuid:420c18c4-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	ST18	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 12',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 12',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 12.0})] })	observation
uuid:420c20ee-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	DST	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 13',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 13',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 13.0})] })	observation
uuid:420c294a-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	SLC24A2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 14',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 14',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 14.0})] })	observation
uuid:420c319c-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	FMNL2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 15',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 15',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 15.0})] })	observation
uuid:420c3a20-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	MOBP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 16',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 16',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 16.0})] })	observation
uuid:420c4254-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	NTM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 17',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 17',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 17.0})] })	observation
uuid:420c4a74-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	NKAIN2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 18',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 18',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 18.0})] })	observation
uuid:420c52a8-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	FRMD5	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 19',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 19',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 19.0})] })	observation
uuid:420c5ad2-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	TRIM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 20',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 20',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 20.0})] })	observation
uuid:420c62fc-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	SIK3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 21',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 21',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 21.0})] })	observation
uuid:420c6b26-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PIP4K2A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 22',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 22',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 22.0})] })	observation
uuid:420c735a-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	ELMO1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 23',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 23',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 23.0})] })	observation
uuid:420c7b84-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PTPRD	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 24',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 24',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 24.0})] })	observation
uuid:420c83ae-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	NRXN3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 25',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 25',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 25.0})] })	observation
uuid:420c8be2-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	SLC7A14-AS1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 26',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 26',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 26.0})] })	observation
uuid:420c9416-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	SLC5A11	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 27',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 27',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 27.0})] })	observation
uuid:420c9c4a-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	MAN2A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 28',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 28',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 28.0})] })	observation
uuid:420ca47e-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PHLPP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 29',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 29',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 29.0})] })	observation
uuid:420cac94-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	TMTC2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 30',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 30',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 30.0})] })	observation
uuid:420cb52c-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	ZBTB20	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 31',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 31',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 31.0})] })	observation
uuid:420cbd9c-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	PLCL1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 32',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 32',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 32.0})] })	observation
uuid:420cc5d0-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	DNM3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 33',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 33',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 33.0})] })	observation
uuid:420ccdfa-455c-11f0-bac5-92a5c40acabb	White Matter Watershed Area supplied by the Anterior Cerebral Artery	biolink:expresses	POLR2F	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 34',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 34',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 34.0})] })	observation
